Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,34729,-,-,-,12.95,77.55,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed,Pressure
2014,7,5,18,0,6,0,6,24,4,910
2014,7,5,19,0,0,0,0,23,4.1000000000000005,920
2014,7,5,20,0,0,0,0,23,4.2,920
2014,7,5,21,0,0,0,0,22,4.2,920
2014,7,5,22,0,0,0,0,22,4.2,920
2014,7,5,23,0,0,0,0,22,4,920
2014,7,6,0,0,0,0,0,22,3.9000000000000004,920
2014,7,6,1,0,0,0,0,21,3.8000000000000003,910
2014,7,6,2,0,0,0,0,21,3.8000000000000003,910
2014,7,6,3,0,0,0,0,21,3.7,910
2014,7,6,4,0,0,0,0,21,3.7,910
2014,7,6,5,0,0,0,0,21,3.6,920
2014,7,6,6,0,34,0,34,22,3.6,920
2014,7,6,7,0,141,18,134,23,3.8000000000000003,920
2014,7,6,8,0,206,9,201,25,3.9000000000000004,920
2014,7,6,9,0,333,27,313,26,4,920
2014,7,6,10,0,479,99,392,27,4.1000000000000005,920
2014,7,6,11,0,426,50,377,28,4.1000000000000005,920
2014,7,6,12,0,356,29,327,28,4.2,920
2014,7,6,13,0,493,64,432,28,4.2,910
2014,7,6,14,0,442,50,399,27,4.3,910
2014,7,6,15,0,419,145,316,27,4.3,910
2014,7,6,16,0,90,0,90,26,4.1000000000000005,910
2014,7,6,17,0,74,0,74,24,3.7,920
2014,7,6,18,0,8,0,8,24,3.6,920
2014,7,6,19,0,0,0,0,23,3.5,920
2014,7,6,20,0,0,0,0,23,3.6,920
2014,7,6,21,0,0,0,0,22,3.7,920
2014,7,6,22,0,0,0,0,22,3.8000000000000003,920
2014,7,6,23,0,0,0,0,22,3.8000000000000003,920
2014,7,7,0,0,0,0,0,22,3.7,920
2014,7,7,1,0,0,0,0,21,3.7,920
2014,7,7,2,0,0,0,0,21,3.5,920
2014,7,7,3,0,0,0,0,21,3.3000000000000003,920
2014,7,7,4,0,0,0,0,20,3.3000000000000003,920
2014,7,7,5,0,0,0,0,20,3.3000000000000003,920
2014,7,7,6,0,37,8,36,21,3.3000000000000003,920
2014,7,7,7,0,166,66,143,24,3.5,920
2014,7,7,8,0,370,177,271,26,3.8000000000000003,920
2014,7,7,9,0,496,206,344,28,3.8000000000000003,920
2014,7,7,10,0,706,428,331,29,3.6,920
2014,7,7,11,0,626,213,421,30,3.4000000000000004,920
2014,7,7,12,0,506,85,422,30,3.3000000000000003,910
2014,7,7,13,0,568,147,428,30,3.1,910
2014,7,7,14,0,546,187,386,30,3.2,910
2014,7,7,15,0,492,271,300,28,3.4000000000000004,910
2014,7,7,16,0,128,0,128,26,3.4000000000000004,910
2014,7,7,17,0,161,140,119,25,3.6,910
2014,7,7,18,0,5,0,5,24,3.9000000000000004,920
2014,7,7,19,0,0,0,0,23,4.1000000000000005,920
2014,7,7,20,0,0,0,0,22,4.1000000000000005,920
2014,7,7,21,0,0,0,0,22,4,920
2014,7,7,22,0,0,0,0,22,4,920
2014,7,7,23,0,0,0,0,21,4.1000000000000005,920
2014,7,8,0,0,0,0,0,21,4.1000000000000005,920
2014,7,8,1,0,0,0,0,21,4.1000000000000005,920
2014,7,8,2,0,0,0,0,21,4,910
2014,7,8,3,0,0,0,0,20,4,910
2014,7,8,4,0,0,0,0,20,4.1000000000000005,910
2014,7,8,5,0,0,0,0,20,4.1000000000000005,910
2014,7,8,6,0,30,0,30,21,4,920
2014,7,8,7,0,80,0,80,22,4,920
2014,7,8,8,0,247,32,229,24,4.3,920
2014,7,8,9,0,429,126,336,27,4.7,920
2014,7,8,10,0,442,51,397,28,4.800000000000001,920
2014,7,8,11,0,585,161,430,30,5,920
2014,7,8,12,0,767,350,421,31,5.1000000000000005,910
2014,7,8,13,0,351,43,310,31,5.300000000000001,910
2014,7,8,14,0,484,114,386,30,5.5,910
2014,7,8,15,0,348,39,320,28,5.5,910
2014,7,8,16,0,298,103,244,27,5.4,910
2014,7,8,17,0,155,76,132,25,5.1000000000000005,910
2014,7,8,18,0,6,0,6,24,4.800000000000001,920
2014,7,8,19,0,0,0,0,23,4.800000000000001,920
2014,7,8,20,0,0,0,0,23,4.7,920
2014,7,8,21,0,0,0,0,22,4.6000000000000005,920
2014,7,8,22,0,0,0,0,22,4.5,920
2014,7,8,23,0,0,0,0,22,4.4,920
2014,7,9,0,0,0,0,0,21,4.3,910
2014,7,9,1,0,0,0,0,21,4.3,910
2014,7,9,2,0,0,0,0,21,4.3,910
2014,7,9,3,0,0,0,0,21,4.4,910
2014,7,9,4,0,0,0,0,21,4.5,910
2014,7,9,5,0,0,0,0,21,4.6000000000000005,910
2014,7,9,6,0,47,67,39,21,4.5,910
2014,7,9,7,0,251,439,103,22,4.6000000000000005,920
2014,7,9,8,0,468,587,143,23,4.9,920
2014,7,9,9,0,574,372,300,24,5.1000000000000005,920
2014,7,9,10,0,794,628,244,26,5.4,920
2014,7,9,11,0,679,293,397,27,5.6000000000000005,910
2014,7,9,12,0,554,132,423,28,5.7,910
2014,7,9,13,0,791,478,336,28,5.7,910
2014,7,9,14,0,593,258,372,27,5.7,910
2014,7,9,15,0,394,107,318,26,5.5,910
2014,7,9,16,0,312,162,227,25,5.2,910
2014,7,9,17,0,71,0,71,24,4.800000000000001,920
2014,7,9,18,0,5,0,5,23,4.6000000000000005,920
2014,7,9,19,0,0,0,0,22,4.6000000000000005,920
2014,7,9,20,0,0,0,0,22,4.5,920
2014,7,9,21,0,0,0,0,21,4.5,920
2014,7,9,22,0,0,0,0,21,4.6000000000000005,920
2014,7,9,23,0,0,0,0,21,4.800000000000001,920
2014,7,10,0,0,0,0,0,20,5,910
2014,7,10,1,0,0,0,0,20,5,910
2014,7,10,2,0,0,0,0,20,5.1000000000000005,910
2014,7,10,3,0,0,0,0,20,5.300000000000001,910
2014,7,10,4,0,0,0,0,20,5.5,920
2014,7,10,5,0,0,0,0,20,5.6000000000000005,920
2014,7,10,6,0,35,4,34,21,5.6000000000000005,920
2014,7,10,7,0,153,48,136,22,5.800000000000001,920
2014,7,10,8,0,317,118,251,24,6.1000000000000005,920
2014,7,10,9,0,603,431,285,26,6.1000000000000005,920
2014,7,10,10,0,526,144,399,27,6.2,920
2014,7,10,11,0,687,307,391,27,6.2,920
2014,7,10,12,0,508,86,423,27,6.1000000000000005,920
2014,7,10,13,0,665,283,395,27,6,910
2014,7,10,14,0,610,286,365,26,6.1000000000000005,910
2014,7,10,15,0,337,72,285,26,6,910
2014,7,10,16,0,339,223,223,25,5.6000000000000005,910
2014,7,10,17,0,80,0,80,24,5.1000000000000005,920
2014,7,10,18,0,5,0,5,23,4.9,920
2014,7,10,19,0,0,0,0,22,4.800000000000001,920
2014,7,10,20,0,0,0,0,21,4.800000000000001,920
2014,7,10,21,0,0,0,0,21,4.9,920
2014,7,10,22,0,0,0,0,21,5.1000000000000005,920
2014,7,10,23,0,0,0,0,20,5.300000000000001,920
2014,7,11,0,0,0,0,0,20,5.5,920
2014,7,11,1,0,0,0,0,20,5.6000000000000005,920
2014,7,11,2,0,0,0,0,20,5.7,910
2014,7,11,3,0,0,0,0,20,5.7,910
2014,7,11,4,0,0,0,0,20,5.6000000000000005,920
2014,7,11,5,0,0,0,0,20,5.5,920
2014,7,11,6,0,46,63,39,21,5.4,920
2014,7,11,7,0,147,37,134,21,5.4,920
2014,7,11,8,0,230,16,221,23,5.7,920
2014,7,11,9,0,397,85,334,24,6,920
2014,7,11,10,0,474,81,403,26,6.300000000000001,920
2014,7,11,11,0,533,83,453,27,6.6000000000000005,920
2014,7,11,12,0,625,187,440,29,6.9,920
2014,7,11,13,0,705,325,395,29,7,920
2014,7,11,14,0,808,642,257,29,7.2,910
2014,7,11,15,0,431,159,318,28,7.2,910
2014,7,11,16,0,442,593,133,27,6.800000000000001,920
2014,7,11,17,0,134,61,115,25,5.9,920
2014,7,11,18,0,5,0,5,23,5.7,920
2014,7,11,19,0,0,0,0,22,5.800000000000001,920
2014,7,11,20,0,0,0,0,21,5.800000000000001,920
2014,7,11,21,0,0,0,0,21,5.9,920
2014,7,11,22,0,0,0,0,21,5.9,920
2014,7,11,23,0,0,0,0,20,6,920
2014,7,12,0,0,0,0,0,20,6.1000000000000005,920
2014,7,12,1,0,0,0,0,20,6.300000000000001,920
2014,7,12,2,0,0,0,0,20,6.5,910
2014,7,12,3,0,0,0,0,20,6.5,910
2014,7,12,4,0,0,0,0,20,6.300000000000001,910
2014,7,12,5,0,0,0,0,20,6.1000000000000005,920
2014,7,12,6,0,45,61,38,22,5.9,920
2014,7,12,7,0,131,18,124,24,5.9,920
2014,7,12,8,0,214,23,201,26,6.300000000000001,920
2014,7,12,9,0,546,291,331,28,6.7,920
2014,7,12,10,0,500,128,387,30,7,920
2014,7,12,11,0,797,470,345,31,7.4,910
2014,7,12,12,0,612,171,443,31,7.7,910
2014,7,12,13,0,676,299,391,30,7.9,910
2014,7,12,14,0,428,84,355,29,7.9,910
2014,7,12,15,0,576,428,272,28,7.800000000000001,910
2014,7,12,16,0,159,2,157,27,7.300000000000001,910
2014,7,12,17,0,94,0,94,25,6.6000000000000005,910
2014,7,12,18,0,5,0,5,23,6.1000000000000005,920
2014,7,12,19,0,0,0,0,22,6,920
2014,7,12,20,0,0,0,0,22,5.9,920
2014,7,12,21,0,0,0,0,21,6,920
2014,7,12,22,0,0,0,0,21,6.1000000000000005,920
2014,7,12,23,0,0,0,0,21,6.2,920
2014,7,13,0,0,0,0,0,21,6.5,910
2014,7,13,1,0,0,0,0,21,6.9,910
2014,7,13,2,0,0,0,0,21,7.2,910
2014,7,13,3,0,0,0,0,21,7.2,910
2014,7,13,4,0,0,0,0,21,7.1000000000000005,910
2014,7,13,5,0,0,0,0,21,7,910
2014,7,13,6,0,33,1,32,23,6.9,920
2014,7,13,7,0,156,53,138,24,7,920
2014,7,13,8,0,316,98,262,26,7.2,920
2014,7,13,9,0,410,99,337,27,7.300000000000001,920
2014,7,13,10,0,462,83,389,28,7.2,920
2014,7,13,11,0,502,44,459,29,7.1000000000000005,910
2014,7,13,12,0,448,38,410,29,6.9,910
2014,7,13,13,0,500,66,437,28,6.800000000000001,910
2014,7,13,14,0,489,118,387,27,6.7,910
2014,7,13,15,0,267,27,247,27,6.7,910
2014,7,13,16,0,308,153,228,25,6.4,910
2014,7,13,17,0,194,274,111,24,6,910
2014,7,13,18,0,5,0,5,23,5.9,920
2014,7,13,19,0,0,0,0,23,5.7,920
2014,7,13,20,0,0,0,0,22,5.7,920
2014,7,13,21,0,0,0,0,22,5.6000000000000005,920
2014,7,13,22,0,0,0,0,21,5.800000000000001,920
2014,7,13,23,0,0,0,0,21,6,920
2014,7,14,0,0,0,0,0,21,6.1000000000000005,910
2014,7,14,1,0,0,0,0,21,6.2,910
2014,7,14,2,0,0,0,0,21,6.1000000000000005,910
2014,7,14,3,0,0,0,0,21,6,910
2014,7,14,4,0,0,0,0,21,6,910
2014,7,14,5,0,0,0,0,21,6,910
2014,7,14,6,0,36,11,34,22,6,920
2014,7,14,7,0,145,36,132,24,6.2,920
2014,7,14,8,0,422,372,217,26,6.800000000000001,920
2014,7,14,9,0,618,532,226,28,7,920
2014,7,14,10,0,702,412,341,29,7.300000000000001,910
2014,7,14,11,0,939,788,181,30,7.4,910
2014,7,14,12,0,658,261,400,30,7.4,910
2014,7,14,13,0,469,104,369,29,7.300000000000001,910
2014,7,14,14,0,615,291,365,28,7.300000000000001,910
2014,7,14,15,0,546,356,292,27,7,910
2014,7,14,16,0,270,81,227,26,6.6000000000000005,910
2014,7,14,17,0,141,48,126,25,6,910
2014,7,14,18,0,5,0,5,24,5.800000000000001,910
2014,7,14,19,0,0,0,0,23,5.7,920
2014,7,14,20,0,0,0,0,22,5.6000000000000005,920
2014,7,14,21,0,0,0,0,22,5.7,920
2014,7,14,22,0,0,0,0,22,5.9,910
2014,7,14,23,0,0,0,0,21,5.9,910
2014,7,15,0,0,0,0,0,21,5.9,910
2014,7,15,1,0,0,0,0,21,6,910
2014,7,15,2,0,0,0,0,21,6,910
2014,7,15,3,0,0,0,0,21,6,910
2014,7,15,4,0,0,0,0,21,6,910
2014,7,15,5,0,0,0,0,21,6,910
2014,7,15,6,0,32,0,32,22,5.9,910
2014,7,15,7,0,177,116,138,24,6.4,910
2014,7,15,8,0,250,35,230,26,6.800000000000001,920
2014,7,15,9,0,442,143,336,28,6.800000000000001,920
2014,7,15,10,0,356,40,320,28,6.800000000000001,920
2014,7,15,11,0,576,151,430,29,6.800000000000001,910
2014,7,15,12,0,785,417,372,29,6.800000000000001,910
2014,7,15,13,0,577,158,426,28,6.800000000000001,910
2014,7,15,14,0,380,31,353,27,6.800000000000001,910
2014,7,15,15,0,257,11,249,26,6.800000000000001,910
2014,7,15,16,0,136,0,136,25,6.6000000000000005,910
2014,7,15,17,0,68,0,68,24,6.4,910
2014,7,15,18,0,5,0,5,23,6.4,910
2014,7,15,19,0,0,0,0,22,6.300000000000001,920
2014,7,15,20,0,0,0,0,22,5.9,920
2014,7,15,21,0,0,0,0,21,5.5,920
2014,7,15,22,0,0,0,0,21,5.5,920
2014,7,15,23,0,0,0,0,21,5.5,920
2014,7,16,0,0,0,0,0,20,5.5,910
2014,7,16,1,0,0,0,0,20,5.4,910
2014,7,16,2,0,0,0,0,20,5.4,910
2014,7,16,3,0,0,0,0,20,5.6000000000000005,910
2014,7,16,4,0,0,0,0,20,5.800000000000001,910
2014,7,16,5,0,0,0,0,20,6,920
2014,7,16,6,0,35,8,34,22,6.2,920
2014,7,16,7,0,177,95,145,24,6.4,920
2014,7,16,8,0,341,134,267,26,6.9,920
2014,7,16,9,0,436,136,336,28,7.2,920
2014,7,16,10,0,368,26,345,29,7.2,920
2014,7,16,11,0,443,82,364,30,7.2,910
2014,7,16,12,0,827,535,297,31,7.2,910
2014,7,16,13,0,392,65,329,31,7.1000000000000005,910
2014,7,16,14,0,819,753,171,30,7,910
2014,7,16,15,0,631,604,201,29,6.7,910
2014,7,16,16,0,331,179,237,27,6.2,910
2014,7,16,17,0,195,279,111,25,5.5,920
2014,7,16,18,0,6,0,6,24,5,920
2014,7,16,19,0,0,0,0,23,4.800000000000001,920
2014,7,16,20,0,0,0,0,22,4.800000000000001,920
2014,7,16,21,0,0,0,0,22,4.800000000000001,920
2014,7,16,22,0,0,0,0,21,4.800000000000001,920
2014,7,16,23,0,0,0,0,21,4.800000000000001,920
2014,7,17,0,0,0,0,0,21,4.800000000000001,920
2014,7,17,1,0,0,0,0,21,4.9,920
2014,7,17,2,0,0,0,0,20,5,920
2014,7,17,3,0,0,0,0,20,5.1000000000000005,920
2014,7,17,4,0,0,0,0,20,5.1000000000000005,920
2014,7,17,5,0,0,0,0,20,5.1000000000000005,920
2014,7,17,6,0,34,12,32,21,4.9,920
2014,7,17,7,0,200,188,137,24,5,920
2014,7,17,8,0,388,318,213,26,5.5,920
2014,7,17,9,0,534,286,323,29,5.6000000000000005,920
2014,7,17,10,0,464,95,380,30,5.5,920
2014,7,17,11,0,865,630,258,31,5.5,920
2014,7,17,12,0,871,533,343,31,5.7,910
2014,7,17,13,0,405,62,345,31,5.9,910
2014,7,17,14,0,487,114,388,30,6,910
2014,7,17,15,0,551,342,307,29,5.9,910
2014,7,17,16,0,214,31,197,27,5.6000000000000005,910
2014,7,17,17,0,125,20,118,26,5.2,910
2014,7,17,18,0,17,0,17,24,4.7,920
2014,7,17,19,0,0,0,0,23,4.6000000000000005,920
2014,7,17,20,0,0,0,0,23,4.6000000000000005,920
2014,7,17,21,0,0,0,0,22,4.6000000000000005,920
2014,7,17,22,0,0,0,0,22,4.800000000000001,920
2014,7,17,23,0,0,0,0,22,5,920
2014,7,18,0,0,0,0,0,21,5.2,920
2014,7,18,1,0,0,0,0,21,5.300000000000001,910
2014,7,18,2,0,0,0,0,21,5.300000000000001,910
2014,7,18,3,0,0,0,0,21,5.4,910
2014,7,18,4,0,0,0,0,21,5.5,910
2014,7,18,5,0,0,0,0,21,5.6000000000000005,910
2014,7,18,6,0,37,29,34,22,5.5,920
2014,7,18,7,0,212,258,126,24,5.5,920
2014,7,18,8,0,442,483,176,26,5.800000000000001,920
2014,7,18,9,0,634,599,193,29,5.9,920
2014,7,18,10,0,744,568,246,30,5.800000000000001,920
2014,7,18,11,0,829,567,282,31,5.7,920
2014,7,18,12,0,974,756,225,31,5.7,910
2014,7,18,13,0,370,55,317,30,5.7,910
2014,7,18,14,0,552,189,389,29,5.7,910
2014,7,18,15,0,383,92,317,27,5.7,910
2014,7,18,16,0,146,0,146,26,5.5,910
2014,7,18,17,0,141,78,117,24,5.2,920
2014,7,18,18,0,5,0,5,23,5.1000000000000005,920
2014,7,18,19,0,0,0,0,23,4.800000000000001,920
2014,7,18,20,0,0,0,0,22,4.7,920
2014,7,18,21,0,0,0,0,22,4.9,920
2014,7,18,22,0,0,0,0,22,5.1000000000000005,920
2014,7,18,23,0,0,0,0,21,5.300000000000001,920
2014,7,19,0,0,0,0,0,21,5.5,920
2014,7,19,1,0,0,0,0,21,5.6000000000000005,910
2014,7,19,2,0,0,0,0,21,5.7,910
2014,7,19,3,0,0,0,0,21,5.9,910
2014,7,19,4,0,0,0,0,21,6,910
2014,7,19,5,0,0,0,0,21,6.2,910
2014,7,19,6,0,29,0,29,22,6.300000000000001,920
2014,7,19,7,0,137,17,131,23,6.4,920
2014,7,19,8,0,250,25,236,25,6.7,920
2014,7,19,9,0,226,8,220,27,7,920
2014,7,19,10,0,410,38,376,28,7.2,920
2014,7,19,11,0,375,24,351,29,7.300000000000001,920
2014,7,19,12,0,400,38,362,29,7.2,910
2014,7,19,13,0,554,151,409,29,7.2,910
2014,7,19,14,0,295,24,274,28,7.2,910
2014,7,19,15,0,446,178,319,27,7.1000000000000005,910
2014,7,19,16,0,226,40,205,26,6.6000000000000005,910
2014,7,19,17,0,171,173,119,25,6,920
2014,7,19,18,0,5,0,5,24,5.7,920
2014,7,19,19,0,0,0,0,23,5.6000000000000005,920
2014,7,19,20,0,0,0,0,22,5.6000000000000005,920
2014,7,19,21,0,0,0,0,22,5.6000000000000005,920
2014,7,19,22,0,0,0,0,22,5.800000000000001,920
2014,7,19,23,0,0,0,0,21,6,920
2014,7,20,0,0,0,0,0,21,6.2,920
2014,7,20,1,0,0,0,0,21,6.4,920
2014,7,20,2,0,0,0,0,21,6.5,910
2014,7,20,3,0,0,0,0,21,6.4,910
2014,7,20,4,0,0,0,0,21,6.4,920
2014,7,20,5,0,0,0,0,21,6.300000000000001,920
2014,7,20,6,0,29,0,29,22,6.1000000000000005,920
2014,7,20,7,0,158,62,137,23,6,920
2014,7,20,8,0,296,77,253,24,6,920
2014,7,20,9,0,492,218,331,25,6.1000000000000005,920
2014,7,20,10,0,441,51,396,26,6.2,920
2014,7,20,11,0,654,248,414,27,6.2,920
2014,7,20,12,0,652,217,436,27,6.2,920
2014,7,20,13,0,851,557,318,27,6.1000000000000005,920
2014,7,20,14,0,555,210,374,27,6.2,910
2014,7,20,15,0,604,491,253,26,6.1000000000000005,910
2014,7,20,16,0,215,31,198,25,5.7,920
2014,7,20,17,0,105,3,104,24,5.300000000000001,920
2014,7,20,18,0,8,0,8,23,5.1000000000000005,920
2014,7,20,19,0,0,0,0,22,4.9,920
2014,7,20,20,0,0,0,0,22,4.800000000000001,920
2014,7,20,21,0,0,0,0,21,4.9,920
2014,7,20,22,0,0,0,0,21,5,920
2014,7,20,23,0,0,0,0,21,5.1000000000000005,920
2014,7,21,0,0,0,0,0,21,5.300000000000001,920
2014,7,21,1,0,0,0,0,21,5.5,920
2014,7,21,2,0,0,0,0,20,5.6000000000000005,920
2014,7,21,3,0,0,0,0,20,5.7,920
2014,7,21,4,0,0,0,0,20,5.800000000000001,920
2014,7,21,5,0,0,0,0,21,5.9,920
2014,7,21,6,0,28,0,28,21,5.9,920
2014,7,21,7,0,158,73,133,22,5.9,920
2014,7,21,8,0,217,18,207,24,5.9,920
2014,7,21,9,0,369,56,327,25,6.1000000000000005,920
2014,7,21,10,0,534,151,401,27,6.2,920
2014,7,21,11,0,818,556,281,28,6.4,920
2014,7,21,12,0,974,797,183,29,6.5,920
2014,7,21,13,0,820,571,273,29,6.6000000000000005,910
2014,7,21,14,0,595,252,377,28,6.4,910
2014,7,21,15,0,441,162,325,27,6.2,910
2014,7,21,16,0,377,309,215,26,5.800000000000001,910
2014,7,21,17,0,177,147,132,24,5.300000000000001,920
2014,7,21,18,0,5,0,5,23,5,920
2014,7,21,19,0,0,0,0,22,4.800000000000001,920
2014,7,21,20,0,0,0,0,22,5,920
2014,7,21,21,0,0,0,0,21,5.2,920
2014,7,21,22,0,0,0,0,21,5.300000000000001,920
2014,7,21,23,0,0,0,0,20,5.4,920
2014,7,22,0,0,0,0,0,20,5.4,920
2014,7,22,1,0,0,0,0,20,5.4,920
2014,7,22,2,0,0,0,0,20,5.300000000000001,910
2014,7,22,3,0,0,0,0,20,5.2,910
2014,7,22,4,0,0,0,0,20,5.2,920
2014,7,22,5,0,0,0,0,20,5.2,920
2014,7,22,6,0,31,4,30,21,5.1000000000000005,920
2014,7,22,7,0,210,259,124,23,5.300000000000001,920
2014,7,22,8,0,375,251,237,24,5.800000000000001,920
2014,7,22,9,0,370,90,303,26,6.300000000000001,920
2014,7,22,10,0,651,307,381,27,6.800000000000001,920
2014,7,22,11,0,585,181,410,29,7,920
2014,7,22,12,0,962,707,260,29,7.2,910
2014,7,22,13,0,732,330,416,29,7.2,910
2014,7,22,14,0,439,91,360,28,7.300000000000001,910
2014,7,22,15,0,640,563,238,27,7.300000000000001,910
2014,7,22,16,0,328,172,238,26,7.1000000000000005,910
2014,7,22,17,0,136,58,118,24,6.5,920
2014,7,22,18,0,5,0,5,23,6.4,920
2014,7,22,19,0,0,0,0,22,6.4,920
2014,7,22,20,0,0,0,0,21,6.4,920
2014,7,22,21,0,0,0,0,21,6.6000000000000005,920
2014,7,22,22,0,0,0,0,21,6.7,920
2014,7,22,23,0,0,0,0,20,6.800000000000001,920
2014,7,23,0,0,0,0,0,20,6.800000000000001,910
2014,7,23,1,0,0,0,0,20,6.7,910
2014,7,23,2,0,0,0,0,20,6.5,910
2014,7,23,3,0,0,0,0,20,6.5,910
2014,7,23,4,0,0,0,0,20,6.4,910
2014,7,23,5,0,0,0,0,20,6.300000000000001,920
2014,7,23,6,0,31,3,30,22,6.1000000000000005,920
2014,7,23,7,0,192,138,146,23,6.5,920
2014,7,23,8,0,349,140,272,26,6.7,920
2014,7,23,9,0,447,149,337,28,7,920
2014,7,23,10,0,668,349,361,29,7.2,920
2014,7,23,11,0,751,385,379,30,7.300000000000001,920
2014,7,23,12,0,606,160,447,30,7.4,920
2014,7,23,13,0,617,203,422,30,7.5,910
2014,7,23,14,0,369,47,328,29,7.6000000000000005,910
2014,7,23,15,0,435,153,325,28,7.5,910
2014,7,23,16,0,363,253,231,26,7.2,920
2014,7,23,17,0,72,0,72,24,6.4,920
2014,7,23,18,0,4,0,4,23,6,920
2014,7,23,19,0,0,0,0,22,5.9,920
2014,7,23,20,0,0,0,0,21,5.9,920
2014,7,23,21,0,0,0,0,21,6,920
2014,7,23,22,0,0,0,0,21,6.1000000000000005,920
2014,7,23,23,0,0,0,0,20,6.2,920
2014,7,24,0,0,0,0,0,20,6.2,920
2014,7,24,1,0,0,0,0,20,6.2,920
2014,7,24,2,0,0,0,0,20,6,920
2014,7,24,3,0,0,0,0,20,5.9,920
2014,7,24,4,0,0,0,0,20,5.800000000000001,920
2014,7,24,5,0,0,0,0,20,5.7,920
2014,7,24,6,0,38,42,34,21,5.7,920
2014,7,24,7,0,141,50,124,23,6,920
2014,7,24,8,0,473,613,138,26,6.4,920
2014,7,24,9,0,482,200,335,28,6.800000000000001,920
2014,7,24,10,0,699,407,341,30,7,920
2014,7,24,11,0,792,499,310,31,7,920
2014,7,24,12,0,760,357,405,31,6.9,920
2014,7,24,13,0,695,324,384,30,6.9,920
2014,7,24,14,0,454,84,381,29,6.9,910
2014,7,24,15,0,503,267,312,28,6.800000000000001,910
2014,7,24,16,0,349,171,259,27,6.6000000000000005,920
2014,7,24,17,0,183,247,109,25,6.1000000000000005,920
2014,7,24,18,0,4,0,4,24,5.6000000000000005,920
2014,7,24,19,0,0,0,0,23,5.4,920
2014,7,24,20,0,0,0,0,22,5.2,920
2014,7,24,21,0,0,0,0,21,5.1000000000000005,920
2014,7,24,22,0,0,0,0,21,5.2,920
2014,7,24,23,0,0,0,0,20,5.300000000000001,920
2014,7,25,0,0,0,0,0,20,5.4,920
2014,7,25,1,0,0,0,0,20,5.4,920
2014,7,25,2,0,0,0,0,20,5.300000000000001,920
2014,7,25,3,0,0,0,0,20,5.1000000000000005,920
2014,7,25,4,0,0,0,0,20,5,920
2014,7,25,5,0,0,0,0,20,4.800000000000001,920
2014,7,25,6,0,30,0,30,21,4.5,920
2014,7,25,7,0,162,85,134,23,4.6000000000000005,920
2014,7,25,8,0,410,344,221,26,5,920
2014,7,25,9,0,525,291,311,29,5.300000000000001,920
2014,7,25,10,0,647,297,386,30,5.6000000000000005,920
2014,7,25,11,0,488,115,376,30,5.800000000000001,920
2014,7,25,12,0,705,294,413,30,6,920
2014,7,25,13,0,851,612,264,30,6.1000000000000005,920
2014,7,25,14,0,823,670,244,29,6.1000000000000005,910
2014,7,25,15,0,415,126,325,27,5.9,920
2014,7,25,16,0,294,95,244,26,5.6000000000000005,920
2014,7,25,17,0,170,128,131,25,5.1000000000000005,920
2014,7,25,18,0,4,0,4,24,4.800000000000001,920
2014,7,25,19,0,0,0,0,23,4.6000000000000005,920
2014,7,25,20,0,0,0,0,22,4.6000000000000005,920
2014,7,25,21,0,0,0,0,22,4.7,920
2014,7,25,22,0,0,0,0,21,4.7,920
2014,7,25,23,0,0,0,0,21,4.800000000000001,920
2014,7,26,0,0,0,0,0,21,4.6000000000000005,920
2014,7,26,1,0,0,0,0,21,4.5,920
2014,7,26,2,0,0,0,0,20,4.3,920
2014,7,26,3,0,0,0,0,20,4.2,920
2014,7,26,4,0,0,0,0,20,4.2,920
2014,7,26,5,0,0,0,0,20,4.2,920
2014,7,26,6,0,33,16,31,21,4.1000000000000005,920
2014,7,26,7,0,227,340,115,23,4.5,920
2014,7,26,8,0,362,204,250,26,4.9,920
2014,7,26,9,0,673,597,234,28,5,920
2014,7,26,10,0,655,312,381,29,5,920
2014,7,26,11,0,655,246,417,29,4.9,920
2014,7,26,12,0,968,719,253,29,4.7,920
2014,7,26,13,0,438,91,350,28,4.7,920
2014,7,26,14,0,715,485,296,27,4.6000000000000005,920
2014,7,26,15,0,577,455,252,26,4.4,920
2014,7,26,16,0,385,335,210,26,4.1000000000000005,920
2014,7,26,17,0,146,93,118,25,3.9000000000000004,920
2014,7,26,18,0,4,0,4,24,4,920
2014,7,26,19,0,0,0,0,23,4,920
2014,7,26,20,0,0,0,0,23,4,920
2014,7,26,21,0,0,0,0,22,4,920
2014,7,26,22,0,0,0,0,22,4.1000000000000005,920
